Scenario_num,b,q,meann,stdev,delta,poor_reliability
58,0.14856205852674068,3.1415237134207867,0.03779011099899092,0.00312108980827447,0.9746770938446014,n
59,0.4134460141271443,3.8276992936427847,0.018698284561049446,0.0044530776992936436,0.973920282542886,n
60,0.4498234106962664,2.039101917255297,0.049455095862764885,0.001167507568113017,0.9407214934409688,n
61,0.2541624621594349,4.039606458123108,0.04368314833501514,0.0040454086781029274,0.9641321897073662,n
62,0.2651109989909183,2.773208879919274,0.021846619576185677,0.002055499495459132,0.9417305751765892,y
63,0.3315085771947528,2.7883451059535824,0.011352169525731584,0.0016599394550958632,0.9723562058526741,n
64,0.1648082744702321,4.327194752774975,0.03250252270433905,0.004227043390514632,0.9423864783047428,y
65,0.4106205852674065,2.5486881937436934,0.011473259334006057,0.0013410696266397575,0.93441473259334,n
66,0.1432643794147326,4.160696266397578,0.04194752774974773,0.0015711402623612512,0.9781079717457114,n
67,0.3936680121089808,3.247477295660949,0.01272452068617558,0.003310797174571141,0.9728607467204844,n
68,0.3685923309788093,3.3887487386478305,0.04856710393541877,0.0014217961654894044,0.9351715438950556,y
69,0.4222754793138244,4.2338546922300715,0.04105953582240161,0.004130171543895056,0.9770484359233098,n
70,0.30749243188698283,3.0330474268415744,0.012885973763874877,0.0024389505549949546,0.941074672048436,y
71,0.4409939455095863,2.576437941473259,0.01458123107971746,0.0047235116044399604,0.9380978809283552,n
72,0.33821897073662965,3.5577699293642784,0.02257315842583249,0.001696266397578204,0.9552522704339051,y
73,0.19129667003027245,4.049697275479314,0.023985872855701317,0.0028264379414732594,0.9712462159434914,n
74,0.40956104944500493,3.704086781029264,0.01530776992936428,0.0014096871846619578,0.9613067608476288,n
75,0.10370837537840566,2.1147830474268416,0.0444904137235116,0.004025227043390514,0.9315388496468214,n
76,0.24144803229061554,3.7494954591321896,0.022209889001009085,0.0037467204843592335,0.9610544904137236,y
77,0.20047931382441975,3.0582744702320888,0.036377396569122096,0.00470736629667003,0.9315893037336024,n
78,0.4395812310797175,2.4149848637739657,0.025600403632694245,0.004884964682139253,0.953335015136226,n
79,0.3092583249243189,3.979061553985873,0.04440968718466196,0.0015509586276488394,0.9784106962663977,y
80,0.4399344096871847,2.624369323915237,0.033753784056508584,0.0021281533804238147,0.9349697275479314,y
81,0.14750252270433906,2.9346619576185677,0.021079717457114025,0.0038799192734611508,0.97412209889001,n
82,0.4452320887991928,3.764631685166498,0.02971745711402624,0.001106962663975782,0.9644349142280524,y
83,0.35870332996972754,4.21619576185671,0.02624621594349142,0.004457114026236125,0.94960141271443,n
84,0.3117305751765893,2.061806256306761,0.012805247225025226,0.0017769929364278509,0.9550504540867808,n
85,0.4254540867810293,2.6395055499495457,0.018657921291624618,0.002834510595358224,0.9328506559031282,y
86,0.11642280524722505,4.289354187689201,0.024752774974772955,0.0018092835519677095,0.9425882946518668,n
87,0.2107214934409687,3.088546922300706,0.013531786074672049,0.003581231079717457,0.9529313824419778,n
88,0.3534056508577195,2.2787588294651866,0.02539858728557013,0.002939455095862765,0.974223007063572,n
89,0.30607971745711404,2.682391523713421,0.0498183652875883,0.0020676084762865795,0.9735166498486376,n
90,0.19659434914228047,3.1591826437941477,0.03359233097880929,0.003940464177598385,0.9488446014127144,n
91,0.2573410696266397,4.463420787083754,0.049899091826437945,0.001994954591321897,0.9537891019172552,n
92,0.2562815338042381,2.2409182643794145,0.037426841574167515,0.0027941473259334004,0.9789656912209888,y
93,0.40708879919273455,3.1162966700302723,0.04606458123107972,0.0011876892028254288,0.9578758829465188,n
94,0.1157164480322906,2.021442986881937,0.034682139253279516,0.002422805247225025,0.9599445005045408,n
95,0.1856458123107972,2.023965691220989,0.02503531786074672,0.004142280524722502,0.9311352169525732,n
96,0.29901614530776993,3.984106962663976,0.0351664984863774,0.0046871846619576185,0.9738698284561048,n
97,0.3834258324924319,4.004288597376386,0.02091826437941473,0.003791120080726538,0.972558022199798,n
98,0.10123612512613522,4.445761856710393,0.015227043390514632,0.004420787083753784,0.9304288597376388,n
99,0.4152119071644803,3.8579717457114016,0.04784056508577195,0.0028304742684157422,0.9328002018163472,n
100,0.11924823410696267,3.186932391523713,0.02713420787083754,0.002382441977800202,0.9502068617558024,n
101,0.2764127144298688,2.780776992936428,0.04570131180625631,0.0013693239152371345,0.9527295660948536,n
102,0.423335015136226,3.615792129162462,0.02648839556004037,0.0023622603430877905,0.9751816347124116,y
103,0.29795660948536834,3.7747225025227036,0.02095862764883956,0.003472250252270434,0.972457114026236,n
104,0.3632946518668012,2.8640262361251265,0.030201816347124117,0.0013491422805247224,0.956564076690212,n
105,0.3919021190716449,2.9775479313824422,0.020595358224016147,0.004715438950554996,0.9331533804238143,n
106,0.4003784056508577,4.299445005045408,0.03754793138244198,0.003649848637739657,0.9561099899091826,n
107,0.3466952573158426,2.051715438950555,0.021160443995963674,0.0025761856710393547,0.9546468213925328,n
108,0.3894298688193744,2.341826437941473,0.0332694248234107,0.004412714429868818,0.9565136226034308,y
109,0.19023713420787086,4.332240161453076,0.02087790110998991,0.0041705348133198785,0.9418314833501514,n
110,0.15986377396569126,4.486125126135217,0.024873864783047428,0.004836528758829466,0.9499545913218972,n
111,0.1496215943491423,2.8312310797174574,0.031049445005045407,0.004989909182643794,0.9785116044399595,n
112,0.11606962663975785,3.4164984863773973,0.016599394550958633,0.0020474268415741678,0.9355247225025228,y
113,0.3322149344096872,3.0784561049445003,0.03948536831483351,0.0021685166498486377,0.9763420787083754,n
114,0.35658425832492435,2.1803733602421795,0.040211907164480316,0.0035005045408678104,0.9456155398587286,n
115,0.16657416750756812,3.2222502522704337,0.023380423814328963,0.0037346115035317854,0.9404187689202824,y
116,0.27005549949545915,2.11226034308779,0.039202825428859736,0.004578203834510596,0.9502573158425832,n
117,0.2527497477295661,4.402875882946518,0.042674066599394565,0.0017810292633703329,0.9488950554994956,n
118,0.1824672048435924,3.9866296670030272,0.028345105953582236,0.0013249243188698284,0.9371392532795156,n
119,0.32126639757820386,4.122855701311806,0.01260343087790111,0.003221997981836529,0.9520736629667004,n
120,0.3435166498486377,3.734359233097881,0.015711402623612508,0.0032058526740665998,0.9519727547931384,n
121,0.35729061553985875,2.6571644803229058,0.022452068617558024,0.003795156407669021,0.9710443995963672,n
122,0.4480575176589303,4.3171039354187695,0.01676084762865792,0.0042795156407669024,0.9576740665993946,n
123,0.25133703329969725,3.6738143289606455,0.03573158425832492,0.004356205852674067,0.934162462159435,n
124,0.40814833501513625,4.415489404641776,0.02830474268415742,0.004759838546922301,0.9325983854692229,n
125,0.3099646821392533,3.126387487386478,0.03831483350151363,0.003645812310797175,0.9542936427850656,n
126,0.2033047426841574,3.5123612512613525,0.03577194752774975,0.001389505549949546,0.9521241170534812,n
127,0.2799445005045409,3.961402623612512,0.023743693239152368,0.004925327951564078,0.9564631685166498,n
128,0.3173814328960646,4.367558022199798,0.044248234106962665,0.004239152371342078,0.9596922300706358,n
129,0.2248486377396569,3.005297679112008,0.027093844601412717,0.004336024217961655,0.9473309788092836,n
130,0.3113773965691221,4.2843087790111,0.026770938446014126,0.002406659939455096,0.9330020181634712,y
131,0.4010847628657921,3.4871342078708376,0.02023208879919273,0.004134207870837538,0.9708930373360242,n
132,0.4356962663975782,2.7832996972754795,0.011755802219979818,0.003641775983854693,0.9770988900100908,y
133,0.1584510595358224,2.83627648839556,0.01643794147325934,0.0018012108980827446,0.95843087790111,n
134,0.32409182643794143,2.3544399596367307,0.011917255297679112,0.004384460141271444,0.9390565085771948,n
135,0.14926841574167507,3.045660948536832,0.029636730575176594,0.0027295660948536827,0.9685721493440969,n
136,0.40673562058526735,3.4593844601412718,0.016236125126135214,0.003944500504540868,0.9611049445005044,y
137,0.18282038345105955,3.6586781029263373,0.02939455095862765,0.0037628657921291615,0.9628708375378404,n
138,0.28559535822401616,3.8049949545913218,0.01131180625630676,0.0013854692230070634,0.9322452068617558,n
139,0.2993693239152372,3.8251765893037337,0.013289606458123108,0.0019667003027245213,0.9595408678102928,n
140,0.42156912209889,2.9270938446014125,0.012563067608476287,0.0019263370332996972,0.9547477295660948,n
141,0.4448789101917256,2.6193239152371346,0.04162462159434915,0.002822401614530777,0.9468264379414733,n
142,0.3993188698284561,2.3872351160443994,0.04364278506559032,0.0022976791120080725,0.9658476286579212,n
143,0.2555751765893037,4.092583249243189,0.04711402623612513,0.004368314833501514,0.946271442986882,n
144,0.3339808274470232,3.2600908173562058,0.02212916246215944,0.001401614530776993,0.9699344096871848,n
145,0.2142532795156408,4.170787083753783,0.04638748738647831,0.003803229061553986,0.9418819374369324,y
146,0.26970232088799195,4.496215943491423,0.02208879919273461,0.003177598385469224,0.9666044399596369,y
147,0.2082492431886983,2.417507568113017,0.03254288597376388,0.0014702320887991927,0.9560090817356206,n
148,0.16339556004036326,2.6596871846619576,0.012159434914228051,0.002212916246215944,0.9378960645812312,n
149,0.2382694248234107,3.14656912209889,0.01885973763874874,0.0014742684157416752,0.9676135216952572,n
150,0.4162714429868819,2.220736629667003,0.0486074672048436,0.004703329969727547,0.946422805247225,n
151,0.3883703329969728,3.799949545913219,0.013935418768920285,0.0030766902119071645,0.9798234106962664,n
152,0.3855449041372351,2.087033299697276,0.012038345105953582,0.0022774974772956607,0.9698839556004036,n
153,0.22167003027245208,3.9765388496468215,0.026811301715438957,0.0011150353178607467,0.9311856710393542,n
154,0.3283299697275479,2.470484359233098,0.02911200807265388,0.0014863773965691225,0.9477850655903128,n
155,0.34528254288597376,4.294399596367306,0.04134207870837538,0.002656912209889001,0.9479868819374371,n
156,0.27394046417759843,3.1894550958627645,0.03274470232088799,0.002245206861755802,0.9536881937436932,n
157,0.19235620585267404,3.6485872855701316,0.024147325933400604,0.004650857719475278,0.9389051463168516,n
158,0.2725277497477296,3.3105449041372355,0.013572149344096871,0.0045580221997981825,0.9411251261352171,n
159,0.10547426841574167,2.8488900100908165,0.02152371342078709,0.0014944500504540867,0.9717507568113016,n
160,0.16374873864783046,3.6813824419778,0.017527749747729568,0.0036740665993945506,0.955,n
161,0.34916750756811304,3.3685671039354186,0.028829465186680118,0.0048405650857719475,0.9731130171543896,n
162,0.2778254288597376,3.396316851664985,0.0413824419778002,0.0019545913218970735,0.9661503531786074,n
163,0.4296922300706357,2.1248738647830474,0.04598385469223008,0.003145307769929365,0.9475832492431888,n
164,0.17610998990918264,2.604187689202825,0.017487386478304744,0.004985872855701313,0.9342633703329971,n
165,0.33044904137235115,3.5502018163471245,0.0275782038345106,0.002305751765893037,0.9514177598385468,n
166,0.2015388496468214,2.155146316851665,0.037991927346115034,0.001530776992936428,0.9726084762865792,n
167,0.23473763874873865,4.407921291624621,0.04780020181634713,0.002725529767911201,0.9382996972754792,n
168,0.32585771947527753,2.884207870837538,0.04804238143289607,0.0032623612512613525,0.9489455095862764,n
169,0.2361503531786075,2.3140766902119068,0.024833501513622604,0.002705348133198789,0.953133198789102,n
170,0.2802976791120081,3.946266397578204,0.03363269424823411,0.0021241170534813322,0.9335570131180626,y
171,0.4120332996972754,4.00933400605449,0.04210898082744703,0.004109989909182644,0.94273965691221,n
172,0.2252018163471241,3.373612512613522,0.02003027245206862,0.004743693239152372,0.9762411705348132,n
173,0.4289858728557013,3.9412209889001013,0.048970736629667014,0.004053481331987891,0.9695812310797176,n
174,0.23155903128153385,2.041624621594349,0.046710393541876886,0.004784056508577195,0.9545963673057518,n
175,0.4159182643794147,3.111251261352169,0.014823410696266397,0.0022169525731584256,0.9753834510595358,y
176,0.24957114026236124,4.3978304742684164,0.04993945509586277,0.00212008072653885,0.9706407669021192,n
177,0.19306256306760847,4.137991927346115,0.04840565085771948,0.001805247225025227,0.9760898082744702,y
178,0.3696518668012109,2.6470736629667004,0.03480322906155399,0.002806256306760848,0.9688748738647829,y
179,0.3378657921291625,3.4745206861755804,0.044692230070635726,0.0017891019172552977,0.9612563067608476,n
180,0.4473511604439959,3.0683652875882945,0.010383451059535823,0.0015872855701311807,0.9637790110998992,y
181,0.14785570131180625,3.297931382441978,0.025761856710393542,0.0034278506559031283,0.965494450050454,n
182,0.22343592330978806,2.059283551967709,0.011836528758829463,0.004667003027245207,0.9485418768920284,n
183,0.12348637739656912,3.4366801210898084,0.010060544904137237,0.002959636730575177,0.9711453077699294,n
184,0.2425075681130172,3.411453077699294,0.0193037336024218,0.0019465186680121087,0.9783097880928356,n
185,0.12242684157416753,4.032038345105954,0.04812310797174571,0.0018375378405650856,0.9781584258324924,n
186,0.3184409687184662,2.7404137235116046,0.0484460141271443,0.004150353178607468,0.9523763874873864,n
187,0.12525227043390516,3.686427850655903,0.04146316851664985,0.004348133198789102,0.9764934409687184,n
188,0.30643289606458124,2.8892532795156414,0.030242179616548945,0.0021644803229061557,0.9749293642785064,n
189,0.35835015136226034,4.49117053481332,0.012926337033299698,0.0033229061553985877,0.9610040363269424,n
190,0.2898335015136226,2.8413218970736627,0.037628657921291615,0.0031574167507568114,0.9390060544904136,n
191,0.12560544904137236,3.5729061553985875,0.037305751765893035,0.00344803229061554,0.9655953582240162,y
192,0.25169021190716445,2.631937436932392,0.02854692230070636,0.002519677093844602,0.9766952573158426,y
193,0.3622351160443996,2.7303229061553993,0.02798183652875883,0.001377396569122099,0.9402169525731584,n
194,0.3456357214934409,4.450807265388496,0.03153380423814329,0.001934409687184662,0.9713471241170536,n
195,0.4378153380423814,2.5915741675075683,0.030161453077699293,0.0044248234106962665,0.9356760847628658,n
196,0.33927850655903125,2.8514127144298684,0.03129162462159435,0.0020837537840565088,0.9525277497477296,n
197,0.2266145307769929,4.206104944500504,0.03540867810292633,0.00141372351160444,0.9365338042381434,n
198,0.4145055499495459,2.2510090817356208,0.023218970736629662,0.0011917255297679114,0.9339101917255298,n
199,0.2481584258324924,3.3357719475277503,0.032704339051463166,0.0035973763874873866,0.9769475277497476,y
200,0.15209384460141273,2.1400100908173556,0.025196770938446016,0.0032179616548940466,0.9346670030272451,n
201,0.3523461150353179,2.3897578203834517,0.014339051463168516,0.0024793138244197785,0.9595913218970736,n
202,0.30537336024217965,3.683905146316852,0.029596367305751763,0.0013047426841574167,0.9773511604439961,y
203,0.38872351160444,2.49066599394551,0.028950554994954594,0.004763874873864785,0.9640817356205852,y
204,0.3954339051463168,3.807517658930373,0.0458627648839556,0.0016195761856710395,0.958229061553986,n
205,0.4028506559031281,3.524974772956609,0.02160443995963673,0.0019505549949545913,0.9692785065590312,n
206,0.4431130171543896,3.0658425832492435,0.0346417759838547,0.003,0.935776992936428,n
207,0.2552219979818365,2.029011099899092,0.015388496468213926,0.004662966700302725,0.9340615539858728,n
208,0.4487638748738648,3.0406155398587287,0.03318869828456105,0.0043965691220988895,0.94470736629667,n
209,0.3816599394550959,3.87058526740666,0.029273461150353175,0.0035166498486377397,0.9635771947527748,n
210,0.4123864783047427,2.6874369323915235,0.0479212916246216,0.003629667003027245,0.9486932391523714,y
211,0.3519929364278507,2.9422300706357216,0.03770938446014127,0.004001009081735621,0.951468213925328,n
212,0.3604692230070635,3.0507063572149344,0.0453380423814329,0.0018173562058526739,0.9714480322906156,n
213,0.25239656912209885,4.3574672048435925,0.010343087790111,0.0037709384460141273,0.9432946518668012,n
214,0.24215438950554996,4.057265388496468,0.02866801210898083,0.004771947527749748,0.9406205852674068,n
215,0.2283804238143289,2.195509586276488,0.02233097880928355,0.002584258324924319,0.9642835519677094,n
216,0.2771190716448032,2.980070635721493,0.03883955600403633,0.003036326942482341,0.9793693239152372,y
217,0.4229818365287588,2.763118062563068,0.029071644803229064,0.0049656912209889,0.963425832492432,y
218,0.2400353178607467,2.7858224016145305,0.01437941473259334,0.0015105953582240162,0.9596417759838548,n
219,0.30678607467204844,2.702573158425833,0.04445005045408679,0.002451059535822401,0.9591876892028256,y
220,0.3798940464177598,3.202068617558022,0.010181634712411706,0.0027901109989909184,0.9700857719475278,n
221,0.4335771947527749,2.218213925327952,0.03076690211907165,0.0028869828456104946,0.9313370332996972,n
222,0.2206104944500505,2.911957618567104,0.0344803229061554,0.001058526740665994,0.9733652875882948,n
223,0.23403128153380426,2.722754793138244,0.016357214934409687,0.0028950554994954594,0.965343087790111,n
224,0.3120837537840565,3.8630171543895058,0.02196770938446014,0.004901109989909183,0.9646367305751766,n
225,0.30713925327951563,4.067356205852674,0.031009081735620583,0.001752774974772957,0.9356256306760848,n
226,0.3360998990918265,3.4568617558022203,0.042552976791120085,0.004872855701311806,0.9750302724520686,n
227,0.13867305751765893,2.5133703329969728,0.020554994954591326,0.0029354187689202824,0.9655449041372351,n
228,0.19694752774974766,4.07744702320888,0.03819374369323916,0.0024631685166498487,0.9563622603430878,n
229,0.3110242179616549,2.203077699293643,0.04214934409687185,0.0015227043390514633,0.9312361251261352,y
230,0.2619323915237134,4.342330978809283,0.03557013118062563,0.0010141271442986883,0.9587840565085772,n
231,0.35446518668012106,2.9926841574167513,0.029313824419778006,0.0039041372351160454,0.9660494450050454,n
232,0.3346871846619576,3.638496468213925,0.03088799192734612,0.001094853683148335,0.9647880928355196,y
233,0.4014379414732593,3.0027749747729566,0.019021190716448037,0.0038920282542885968,0.9615085771947528,n
234,0.3481079717457114,2.6369828456104942,0.026044399596367302,0.0026246215943491425,0.9481886982845612,n
235,0.21178102926337036,2.056760847628658,0.02584258324924319,0.0031897073662966696,0.9358274470232091,n
236,0.16057013118062566,2.3771442986881937,0.0160343087790111,0.0018819374369323915,0.9741725529767912,n
237,0.17787588294651868,4.1581735620585265,0.025721493440968718,0.001199798183652876,0.9416801210898084,n
238,0.3862512613521695,3.139001009081736,0.013047426841574169,0.0036902119071644795,0.9718012108980828,n
239,0.12383955600403633,4.243945509586276,0.04093844601412715,0.004812310797174571,0.9312865792129162,n
240,0.2470988900100908,3.719223007063572,0.040010090817356216,0.0038355196770938453,0.9634762865792128,n
241,0.32303229061553984,4.208627648839556,0.0174066599394551,0.0012966700302724518,0.9422351160443996,y
242,0.3325681130171544,3.2676589303733605,0.03928355196770938,0.002402623612512614,0.9749798183652876,n
243,0.13514127144298688,3.936175580221998,0.04372351160443996,0.0024470232088799194,0.9548990918264381,n
244,0.27182139253279514,2.435166498486377,0.031089808274470238,0.0042351160443995966,0.9366347124117054,n
245,0.16869323915237133,3.754540867810293,0.04307769929364279,0.0010343087790110998,0.9529818365287588,n
246,0.17681634712411706,3.837790110998991,0.047598385469223015,0.0031331987891019173,0.9752825428859736,y
247,0.17081231079717454,3.6258829465186677,0.04247225025227044,0.0017608476286579216,0.9408224016145308,y
248,0.17151866801210894,3.696518668012109,0.03992936427850656,0.00281029263370333,0.9399142280524724,y
249,0.3343340060544904,2.538597376387488,0.03351160443995964,0.0013935418768920285,0.934212916246216,n
250,0.21955095862764884,3.590565085771948,0.013410696266397579,0.004824419778002019,0.9744752774974772,n
251,0.27040867810292635,3.0103430877901114,0.013733602421796163,0.001010090817356206,0.9665035317860746,n
252,0.4293390514631685,3.7898587285570136,0.019142280524722503,0.0018657921291624624,0.975686175580222,y
253,0.14467709384460142,3.234863773965692,0.024591321897073658,0.0034439959636730576,0.9472805247225026,n
254,0.2418012108980828,4.1985368314833496,0.03161453077699294,0.0010544904137235118,0.9385015136226036,n
255,0.3265640766902119,3.588042381432896,0.029031281533804236,0.002652875882946519,0.935978809283552,n
256,0.20083249243188697,4.337285570131181,0.016478304742684156,0.002027245206861756,0.9729616548940464,n
257,0.3018415741675076,4.365035317860746,0.0356912209889001,0.0043440968718466205,0.9511654894046416,n
258,0.2393289606458123,3.5375882946518664,0.04311806256306761,0.0022896064581231076,0.9745257315842584,n
259,0.3979061553985873,2.959889001009082,0.028748738647830476,0.003347124117053481,0.9353733602421797,y
260,0.2644046417759839,2.7151866801210898,0.01082744702320888,0.004319878910191726,0.9568163471241172,n
261,0.19941977800201816,2.2888496468213924,0.04182643794147326,0.0040090817356205856,0.9551513622603433,y
262,0.2838294651866801,4.165741675075681,0.02358224016145308,0.0033794147325933404,0.9733148335015136,n
263,0.3961402623612512,2.684914228052472,0.02455095862764884,0.0010665993945509586,0.9760393541876892,n
264,0.20754288597376389,3.782290615539859,0.035449041372351164,0.004283551967709385,0.9544450050454087,y
265,0.15280020181634713,2.52598385469223,0.013491422805247226,0.004198789101917256,0.9778052472250252,n
266,0.2449798183652876,2.3670534813319883,0.04428859737638749,0.003403632694248234,0.959994954591322,n
267,0.2244954591321897,2.2005549949545915,0.017003027245206862,0.004937436932391524,0.9698335015136226,n
268,0.25910696266397576,3.7873360242179617,0.038718466195761865,0.004545913218970737,0.9321947527749748,y
269,0.231912209889001,3.02547931382442,0.022371342078708376,0.00444904137235116,0.9518718466195762,n
270,0.3279767911200807,2.536074672048436,0.04582240161453078,0.002059535822401615,0.9392583249243188,n
271,0.3195005045408678,3.726791120080726,0.02806256306760848,0.004049445005045409,0.9345156407669022,n
272,0.3142028254288597,2.5537336024217963,0.02301715438950555,0.002681130171543895,0.9724066599394552,n
273,0.32232593340060545,4.173309788092835,0.018496468213925327,0.00391220988900101,0.9685216952573158,n
274,0.3375126135216953,3.5401109989909183,0.016115035317860748,0.0043158425832492435,0.9713975782038344,n
275,0.33362764883955603,2.36957618567104,0.01744702320887992,0.002350151362260343,0.9517204843592332,n
276,0.3809535822401614,4.423057517658932,0.018375378405650858,0.0021604439959636733,0.9387033299697276,y
277,0.2958375378405651,3.5653380423814327,0.01211907164480323,0.0024147325933400604,0.9606004036326944,n
278,0.3989656912209889,2.7959132189707363,0.021200807265388498,0.004093844601412714,0.9336074672048436,n
279,0.4247477295660949,2.1374873864783046,0.036014127144298684,0.00362159434914228,0.9465237134207872,n
280,0.4137991927346115,2.9750252270433903,0.04231079717457114,0.002846619576185671,0.9728102926337032,y
281,0.18317356205852675,3.4896569122098886,0.013895055499495459,0.004711402623612511,0.9697325933400606,y
282,0.16162966700302725,3.494702320887992,0.02124117053481332,0.002366296670030272,0.9555549949545914,n
283,0.2693491422805247,2.066851664984864,0.04319878910191726,0.001567103935418769,0.9556559031281534,n
284,0.22908678102926336,4.385216952573158,0.02277497477295661,0.00446518668012109,0.9593895055499496,n
285,0.1927093844601413,2.8766397578203837,0.029838546922300712,0.002995963673057518,0.9388546922300708,n
286,0.3915489404641776,3.7116548940464176,0.036902119071644805,0.0035126135216952572,0.9723057517658932,n
287,0.4413471241170535,3.3660443995963667,0.04872855701311807,0.0030524722502522704,0.9396619576185672,y
288,0.13231584258324924,4.090060544904136,0.03117053481331988,0.002229061553985873,0.9347679112008072,y
