U in s1,Po  in s1,In  in s1,Re  in s1,group,decisions,goals
0.422316442397882,5.334593197102175,0.7474747474747475,0.07460000000000001,10,"[0.09754659 0.09805075 0.02397114 0.09758004 0.098096   0.00163783
 0.09771184 0.09769623 0.00176943 0.09743952 0.09711504 0.09765817
 0.09793838 0.09757563 0.04144659 0.09779188 0.09790654 0.00161367
 0.08943743 0.00138828 0.06528088 0.00198605 0.00131102 0.00101298
 0.01775897 0.07628783 0.00096179 0.00124678 0.02714676 0.00143491
 0.0268859  0.00160263 0.00134171 0.001166   0.00156297 0.00154042
 0.00117478 0.00135055 0.0006658  0.00113756 0.00159414 0.09582745
 0.00117479 0.00150677 0.00145413 0.00159295 0.00158765 0.00129856
 0.00143971 0.0016547  0.00120217 0.00175123 0.00075572 0.00040496
 0.00116057 0.0011683  0.00071728 0.00136891 0.00092417 0.00125868
 0.00211442 0.00120476 0.00156181 0.00119055 0.00148595 0.00098988
 0.00103376 0.00080539 0.00111771 0.00113218 0.00125166 0.00135804
 0.00110215 0.0012704  0.00137462 0.00106874 0.07337295 0.00106686
 0.00151031 0.00079093 0.00123737 0.00129162 0.00136906 0.00077765
 0.00145403 0.0010743  0.0011072  0.00161064 0.00078543 0.00091519
 0.00139089 0.00121631 0.00127848 0.00149419 0.00081012 0.00138142
 0.03760677 0.00086604 0.00146973 0.00089544]",[[-0.4228764   0.02378141 -0.25       -0.        ]]
0.4904125946725834,5.398973820303078,0.8282828282828283,0.06000000000000015,11,"[0.09879607 0.07623267 0.09845755 0.0983732  0.09820391 0.09932581
 0.09818669 0.09874169 0.09933126 0.09828001 0.09867638 0.09863141
 0.08224844 0.09857015 0.09836634 0.02515078 0.06751352 0.00107517
 0.09887068 0.02689013 0.00107705 0.00069138 0.00430038 0.00134126
 0.09385459 0.04466216 0.00138463 0.00039272 0.00058387 0.00109938
 0.00078801 0.00096225 0.00098922 0.00093202 0.00060939 0.00101612
 0.00149016 0.00039308 0.00124203 0.00039835 0.00077375 0.0986993
 0.00038915 0.01851684 0.09817168 0.00078337 0.00057989 0.00119368
 0.00059636 0.00077991 0.00057461 0.00074092 0.00070117 0.00068831
 0.000977   0.00123973 0.00070437 0.00074643 0.00095647 0.00074844
 0.00131174 0.00075635 0.00105351 0.00104242 0.00131067 0.00114027
 0.00071253 0.05273854 0.00054045 0.00050572 0.00086048 0.00098139
 0.0013823  0.00048979 0.0012413  0.00087914 0.00048925 0.00116257
 0.00049065 0.00080773 0.00042274 0.00077593 0.00055272 0.00161872
 0.00105417 0.00096368 0.00069002 0.00072561 0.00086931 0.0007327
 0.00099656 0.00085956 0.00077888 0.00117185 0.00138577 0.00122217
 0.0009717  0.00090246 0.0012158  0.00083264]",[[-0.4228764   0.02378141 -0.         -0.25      ]]
0.6895841902813413,5.600623323550335,0.3939393939393939,0.05330000000000006,12,"[0.09968296 0.09913111 0.09916341 0.09844115 0.09900277 0.0986365
 0.09976024 0.09911354 0.09865448 0.0995758  0.09903565 0.09923557
 0.09913359 0.09922748 0.09907496 0.09952201 0.00173167 0.09903329
 0.06317783 0.09908275 0.06610233 0.09950742 0.09882114 0.09910353
 0.09985456 0.00127294 0.09968941 0.00172132 0.05032433 0.09852506
 0.07713729 0.06856175 0.09930093 0.02264397 0.00127631 0.09877999
 0.03941662 0.09882326 0.09933731 0.00118878 0.0993969  0.04325456
 0.00133918 0.01629826 0.07309737 0.08620762 0.08124026 0.00096517
 0.09873462 0.03818281 0.04612087 0.07142684 0.0489997  0.00078809
 0.04780416 0.09963489 0.07987098 0.03015398 0.04634662 0.04681733
 0.03828655 0.03106894 0.00049091 0.04187392 0.00937925 0.06466035
 0.00100251 0.00125832 0.0552613  0.04895063 0.00097297 0.00143708
 0.00813885 0.06503739 0.09919565 0.02720079 0.00143269 0.03626057
 0.0010623  0.09989857 0.00143198 0.09801027 0.00143284 0.00077276
 0.02929148 0.03774105 0.00112739 0.09844239 0.00176879 0.00144775
 0.09889578 0.07202815 0.00127256 0.00101905 0.07548597 0.03088396
 0.03225194 0.05758091 0.05537352 0.00054114]",[[-0.4228764  0.        -0.5       -0.       ]]
0.24326334209463188,5.382331782508881,0.9797979797979798,0.23270000000000002,13,"[0.02883143 0.0290257  0.02970131 0.02883384 0.02944641 0.02907427
 0.02930231 0.02902277 0.028737   0.0292274  0.029413   0.02917372
 0.02912153 0.02951712 0.0293203  0.0291201  0.02873882 0.02912639
 0.02931473 0.0289254  0.02922365 0.02883322 0.02902684 0.0293814
 0.02873682 0.02932053 0.02946891 0.02892361 0.02892695 0.02919146
 0.02900545 0.029227   0.02960798 0.0292269  0.02921671 0.0288393
 0.02960802 0.02525626 0.02902945 0.02883095 0.02950826 0.02893098
 0.00068025 0.02864131 0.02907132 0.02922807 0.028643   0.02883524
 0.02873674 0.02941532 0.02930656 0.02911892 0.02893155 0.0287378
 0.02922372 0.02947367 0.02895147 0.02901888 0.02037994 0.01617339
 0.01576376 0.02950622 0.02931494 0.02903225 0.02885785 0.02970573
 0.02960653 0.02950787 0.02931761 0.02899442 0.01317199 0.02891852
 0.01613302 0.02873738 0.0287132  0.02898658 0.02864236 0.0287933
 0.02863995 0.02938703 0.02864176 0.02922586 0.02883154 0.02941656
 0.01052172 0.02446462 0.02902065 0.02927924 0.02950141 0.02907325
 0.02927889 0.02917151 0.02902888 0.02970225 0.02558617 0.02967401
 0.02883496 0.02949632 0.02979574 0.02898287]",[[-0.4228764  0.        -0.25      -0.25     ]]
0.3941368880557323,5.438549244442904,0.7676767676767676,0.10860000000000007,14,"[0.05264372 0.05283874 0.05283874 0.05264372 0.05264372 0.05264372
 0.05283874 0.0527481  0.0527214  0.05264372 0.05264372 0.05283874
 0.05264372 0.05274128 0.05264372 0.05266596 0.05264372 0.03580566
 0.05264372 0.05268561 0.05265516 0.05264372 0.05274119 0.05281434
 0.05283874 0.05170291 0.05264372 0.0439604  0.05264372 0.05030722
 0.05274128 0.05264372 0.05274119 0.05264372 0.05201993 0.04588056
 0.00019737 0.00852037 0.04882128 0.05191567 0.00039239 0.01810312
 0.0001904  0.01805063 0.00019737 0.05264372 0.05209536 0.0522768
 0.01644022 0.03060831 0.01594117 0.05264372 0.03173221 0.00019756
 0.00019737 0.00029492 0.00029502 0.02229997 0.02288434 0.05107204
 0.00019756 0.04009805 0.00019737 0.04162593 0.00019756 0.00039239
 0.00022569 0.01164768 0.02363146 0.03891621 0.00019756 0.05274128
 0.02375788 0.00037858 0.00039239 0.00019737 0.00019737 0.0001
 0.00019756 0.00442997 0.00010622 0.00029502 0.01721946 0.02005341
 0.0284061  0.05264372 0.02487311 0.02592773 0.03816562 0.02052073
 0.00566741 0.02326147 0.02733281 0.00039239 0.00026778 0.0001
 0.00587191 0.00029502 0.00039239 0.05283874]",[[-0.4228764  0.        -0.        -0.5      ]]
0.1677865479015607,0.29891488291066837,0.9191919191919192,0.9924000000000007,15,"[0.02331697 0.02425655 0.02342595 0.0230687  0.02401389 0.02339677
 0.02384654 0.02341436 0.02329287 0.02355281 0.02322389 0.02315738
 0.00568208 0.02182799 0.02095315 0.02413836 0.02503124 0.02385586
 0.02389456 0.02389777 0.02298719 0.02088843 0.02101268 0.02355795
 0.02243882 0.01726336 0.01775825 0.00721272 0.0230707  0.01642311
 0.00032103 0.02303716 0.02409835 0.00503041 0.02358323 0.00724624
 0.00055532 0.02427535 0.02365318 0.02378776 0.02339774 0.01352567
 0.00575554 0.00487648 0.0227509  0.0085184  0.00209786 0.01288639
 0.00328837 0.0147362  0.02235974 0.00874984 0.0005522  0.00070411
 0.02352753 0.02224344 0.02214586 0.00805937 0.00082303 0.00691361
 0.00401535 0.01653961 0.00371817 0.00159307 0.00202385 0.00344468
 0.00809799 0.01639596 0.00106695 0.00136189 0.0012554  0.00427695
 0.02319148 0.0159327  0.00711266 0.01620571 0.00445543 0.00027111
 0.01771637 0.00056808 0.00044532 0.00486271 0.01550561 0.00451054
 0.0061448  0.01922558 0.00490718 0.00737589 0.00510076 0.02381426
 0.02319117 0.00074884 0.02075443 0.02279491 0.02335205 0.00184563
 0.00120546 0.02337811 0.00168848 0.0049356 ]",[[-0.2114382   0.07134424 -0.         -0.        ]]
0.17637380891094395,0.3160348901215121,0.9696969696969697,0.9895000000000007,16,"[0.02039603 0.03299403 0.0314373  0.03141729 0.02210879 0.03120153
 0.03306738 0.01262507 0.03230407 0.01260316 0.01157553 0.03176432
 0.03232001 0.03241367 0.01411202 0.02951732 0.01207337 0.02670698
 0.03280919 0.03107131 0.01183931 0.02749186 0.01241574 0.01512442
 0.01158301 0.01200872 0.01299749 0.01206506 0.01218048 0.01098459
 0.01121453 0.01172129 0.01223408 0.0113515  0.01170128 0.01203518
 0.00984003 0.01254131 0.01297342 0.00156554 0.01309922 0.01330951
 0.00723437 0.01498645 0.01115596 0.01288663 0.01254406 0.01327222
 0.01152225 0.01223939 0.01414298 0.01200223 0.02463595 0.01078196
 0.00218732 0.01239258 0.01162264 0.01209619 0.01179998 0.01283737
 0.00845282 0.01136454 0.01214257 0.01246702 0.01214506 0.01222445
 0.00599486 0.01287667 0.01266856 0.01167033 0.0043754  0.0285979
 0.01239946 0.01225386 0.00197151 0.01187026 0.00977019 0.01204638
 0.01260706 0.011765   0.01160553 0.01268202 0.01239253 0.0112836
 0.01224988 0.01204338 0.00587963 0.00255632 0.01272064 0.00194948
 0.00160914 0.01230293 0.00176621 0.01177665 0.01117827 0.00118114
 0.0122252  0.01157984 0.01289583 0.01136748]",[[-0.2114382   0.04756282 -0.25       -0.        ]]
0.16499387637851923,0.3109656205208561,0.9494949494949495,0.9963000000000006,17,"[0.02349966 0.01794908 0.01940006 0.0219011  0.02517765 0.02538387
 0.02542853 0.02575688 0.01827166 0.01808176 0.01773165 0.01807369
 0.02563674 0.02560641 0.02489249 0.01854524 0.01635169 0.02257661
 0.02442715 0.02145631 0.02560801 0.01035243 0.01978719 0.01789752
 0.01809844 0.02289528 0.01788945 0.00956544 0.02124012 0.01326329
 0.02448803 0.01809557 0.00359848 0.02287578 0.01410296 0.01819968
 0.02591291 0.02260565 0.0255064  0.02283104 0.02496975 0.00814952
 0.01931043 0.00747217 0.0083418  0.0031931  0.02481668 0.00285028
 0.003239   0.01931161 0.01113727 0.01733675 0.01179751 0.00320064
 0.01002285 0.00879707 0.00576412 0.01287903 0.0097053  0.00786081
 0.00328671 0.02428623 0.00570974 0.00321994 0.00287677 0.01236339
 0.00386697 0.00525333 0.01673902 0.01018372 0.00085145 0.01581069
 0.01229449 0.00814087 0.00304029 0.00989388 0.00991358 0.02151433
 0.00698811 0.00324014 0.02319679 0.00279432 0.00272849 0.01111881
 0.0146977  0.02059808 0.01159548 0.00262818 0.02366569 0.00594206
 0.00796967 0.00808402 0.01211492 0.01461185 0.01692561 0.00865957
 0.00420286 0.00980999 0.00803488 0.00873195]",[[-0.2114382   0.04756282 -0.         -0.25      ]]
0.16838809377005812,0.3345322083641061,0.9595959595959596,1.0000000000000007,18,"[0.02845209 0.02771539 0.0255224  0.02173344 0.02872474 0.02579267
 0.01605754 0.02957888 0.02727217 0.02135759 0.02633554 0.02503209
 0.02752454 0.0233314  0.02820932 0.02682785 0.02994931 0.0282564
 0.01453577 0.00981563 0.02927671 0.01515275 0.0156456  0.02839087
 0.01511303 0.02886721 0.00466138 0.00512911 0.00132831 0.00103551
 0.01958596 0.00466316 0.00343457 0.0047062  0.00198915 0.00163373
 0.00401522 0.00930654 0.01179346 0.01507576 0.02058292 0.02361091
 0.00352128 0.00337111 0.011464   0.01899204 0.00158241 0.01528633
 0.01426019 0.01868981 0.00178253 0.01298933 0.00099425 0.00216476
 0.01100955 0.00631633 0.01702613 0.00810836 0.02911855 0.00669056
 0.00316488 0.01526228 0.00410432 0.00171166 0.00155493 0.00134958
 0.0016028  0.00227109 0.00404276 0.00358311 0.00090426 0.00438542
 0.00108326 0.01411822 0.00173273 0.01098743 0.01291618 0.01510124
 0.00156187 0.01438502 0.00225609 0.00210312 0.00343791 0.002376
 0.01983408 0.0027278  0.01370434 0.0108427  0.00428704 0.01259833
 0.01977226 0.00622555 0.01513899 0.01541945 0.00439639 0.00975842
 0.00487721 0.01691996 0.00406268 0.00614604]",[[-0.2114382   0.02378141 -0.5        -0.        ]]
0.1687800796239249,0.6071027544800986,0.9191919191919192,0.9574000000000006,19,"[0.02350506 0.02309881 0.02350735 0.02392316 0.02359689 0.02328577
 0.0235064  0.02350421 0.02365735 0.0236574  0.02364977 0.02337632
 0.02062333 0.0235086  0.02392318 0.0237467  0.0232845  0.02119475
 0.02355582 0.02350868 0.02257453 0.02337643 0.00695315 0.02070442
 0.02337642 0.02257344 0.02233349 0.02350632 0.02319545 0.00338975
 0.02040438 0.02051938 0.01674358 0.01722918 0.00618299 0.02165468
 0.01178155 0.00439764 0.00334849 0.01990261 0.00633299 0.00181635
 0.00357888 0.02328449 0.00581066 0.00065483 0.00483533 0.02346358
 0.00320087 0.02124036 0.02084548 0.02327774 0.0005676  0.00607554
 0.00760126 0.0135323  0.0114332  0.01654911 0.00702817 0.00061194
 0.00466606 0.00297587 0.00761118 0.01028418 0.00402809 0.02050915
 0.00406808 0.02057721 0.00013874 0.01077621 0.0138411  0.00010011
 0.0205633  0.00047505 0.00074882 0.00094916 0.0005676  0.0049573
 0.01338902 0.00083567 0.00439858 0.0003467  0.02201363 0.00398366
 0.00227241 0.00056888 0.01591751 0.00049358 0.00136345 0.01049104
 0.00074891 0.0235857  0.00353938 0.00869134 0.00105187 0.01308195
 0.00251814 0.00098868 0.0118609  0.00490526]",[[-0.2114382   0.02378141 -0.25       -0.25      ]]
