Scenario_num,b,q,mean,std,delta
34,0.39635678391959794,3.1092964824120606,0.038000000000000006,0.002118869346733669,0.9518844221105528
35,0.4055025125628141,4.4711055276381915,0.04061306532663317,0.003366658291457287,0.9508291457286432
36,0.3889698492462311,3.8505025125628145,0.018100502512562816,0.0028432412060301515,0.9301256281407035
37,0.22118090452261308,3.2273869346733672,0.035306532663316584,0.004170477386934674,0.9636934673366834
38,0.4097236180904523,4.360552763819095,0.03008040201005025,0.002104849246231156,0.9609798994974874
39,0.405854271356784,2.714824120603015,0.035386934673366836,0.0019085678391959802,0.9740954773869347
40,0.4445477386934674,2.013819095477387,0.0425427135678392,0.004380778894472363,0.9764070351758793
41,0.3840452261306533,4.2298994974874375,0.027628140703517587,0.0020300753768844222,0.9496231155778895
42,0.38861809045226137,2.2600502512562812,0.039728643216080405,0.0026983668341708546,0.9421356783919599
43,0.24685929648241206,3.9082914572864325,0.011869346733668342,0.0025534924623115585,0.9582160804020101
44,0.19304020100502514,2.3680904522613067,0.04467336683417086,0.001076708542713568,0.9362562814070352
45,0.17721105527638192,3.699748743718593,0.019065326633165833,0.002226356783919598,0.9509798994974875
46,0.36364321608040195,3.3555276381909547,0.018301507537688444,0.0005486180904522613,0.9787185929648241
47,0.12092964824120603,4.03140703517588,0.027065326633165833,0.00044580402010050254,0.9525879396984925
48,0.15469849246231157,4.272613065326634,0.042864321608040205,0.004946256281407036,0.9506281407035176
49,0.44982412060301513,2.280150753768844,0.027025125628140703,0.004857462311557789,0.933643216080402
50,0.32143216080402015,2.800251256281407,0.04382914572864322,0.0033105778894472367,0.9431909547738694
51,0.3179145728643217,2.559045226130653,0.02441206030150754,0.004376105527638192,0.957211055276382
52,0.19515075376884422,3.8479899497487438,0.04656281407035177,0.0010159547738693468,0.9645979899497488
53,0.3425376884422111,2.825376884422111,0.038201005025125634,0.0035816331658291463,0.9626884422110553
54,0.24017587939698493,3.785175879396985,0.022643216080402012,0.00321711055276382,0.9689698492462312
55,0.1515326633165829,3.5891959798994977,0.0458391959798995,0.0023945979899497494,0.9664070351758794
56,0.4065577889447236,2.6168341708542715,0.012432160804020102,0.0026563065326633173,0.9546984924623115
57,0.3056030150753769,2.4811557788944727,0.04664321608040202,0.0016141457286432163,0.9650502512562814
58,0.4287185929648242,2.25,0.042582914572864325,0.001922587939698493,0.9512311557788945
59,0.2742964824120603,2.3605527638190957,0.01946733668341709,0.003277864321608041,0.9665577889447237
60,0.1392211055276382,3.7876884422110555,0.026864321608040205,0.0011234422110552764,0.9344472361809045
61,0.2612814070351759,3.149497487437186,0.03526633165829146,0.0018010804020100505,0.940427135678392
62,0.21660804020100505,3.1947236180904524,0.024211055276381913,0.0024039447236180907,0.9548994974874372
63,0.149070351758794,2.5314070351758793,0.023165829145728643,0.004231231155778895,0.9601256281407036
64,0.1529396984924623,2.0841708542713566,0.03176884422110553,0.0012356030150753772,0.9639447236180905
65,0.4002261306532664,2.290201005025126,0.04149748743718593,0.001371130653266332,0.9505778894472362
66,0.4318844221105528,2.199748743718593,0.021155778894472364,0.004918216080402011,0.9358040201005026
67,0.3654020100502513,3.7550251256281406,0.022442211055276384,0.004567713567839197,0.9786180904522613
68,0.19726130653266333,3.2801507537688446,0.0411356783919598,0.003231130653266332,0.9526381909547739
69,0.12902010050251256,2.3253768844221105,0.0267035175879397,0.0014459045226130655,0.934246231155779
70,0.11670854271356784,3.2977386934673367,0.0234070351758794,0.0027404271356783923,0.9792713567839196
71,0.19163316582914575,3.476130653266332,0.03920603015075377,0.0017122864321608043,0.942035175879397
72,0.32811557788944723,3.8454773869346734,0.016814070351758796,0.00475464824120603,0.9497738693467337
73,0.436105527638191,3.958542713567839,0.04889447236180905,0.0014318844221105531,0.9460552763819096
74,0.35731155778894474,4.488693467336684,0.02573869346733669,0.0031002763819095486,0.9677135678391959
75,0.41781407035175877,3.634422110552764,0.043869346733668345,0.001394497487437186,0.9702763819095477
76,0.2433417085427136,3.2776381909547743,0.029477386934673368,0.0037638944723618097,0.9410804020100503
77,0.4069095477386935,2.7977386934673367,0.04202010050251257,0.004301331658291458,0.9397738693467337
78,0.32952261306532665,4.227386934673367,0.03462311557788945,0.003950829145728644,0.9492713567839196
79,0.27992462311557786,4.380653266331659,0.04354773869346734,0.004899522613065328,0.9718844221105527
80,0.27464824120603015,2.7449748743718594,0.03695477386934674,0.003717160804020101,0.9300251256281408
81,0.21801507537688442,3.2575376884422114,0.0345427135678392,0.003782587939698493,0.9543969849246231
82,0.21520100502512562,2.782663316582915,0.03249246231155779,0.00041309045226130655,0.9530904522613065
83,0.3013819095477387,3.3881909547738696,0.030522613065326637,0.003721834170854272,0.9452010050251256
84,0.1399246231155779,3.983668341708543,0.04326633165829146,0.0012215829145728644,0.9736934673366834
85,0.41464824120603017,2.2977386934673367,0.012231155778894474,0.0011935427135678393,0.9787688442211055
86,0.11108040201005026,3.7298994974874375,0.03976884422110553,0.0037872613065326644,0.9705276381909548
87,0.1342964824120603,2.920854271356784,0.047487437185929654,0.002913341708542714,0.9734924623115577
88,0.3372613065326633,2.699748743718593,0.010100502512562814,0.0005532914572864322,0.9685175879396984
89,0.2334924623115578,3.9786432160804024,0.04801005025125629,0.0027497738693467344,0.9328391959798995
90,0.19550251256281406,3.742462311557789,0.028432160804020105,0.0015393718592964826,0.9497236180904522
91,0.40409547738693474,3.6947236180904524,0.037396984924623115,0.004843442211055277,0.9405778894472362
92,0.34957286432160806,4.415829145728644,0.026824120603015075,0.0016375125628140706,0.9552512562814071
93,0.3872110552763819,3.6570351758793973,0.041055276381909554,0.0013524371859296486,0.9745979899497488
94,0.3383165829145729,3.4283919597989954,0.04901507537688443,0.0012122361809045227,0.9542964824120603
95,0.1557537688442211,3.762562814070352,0.016251256281407035,0.0023198241206030157,0.9586683417085428
96,0.3260050251256281,2.7801507537688446,0.012271356783919598,0.0049649497487437196,0.9494221105527638
97,0.16876884422110555,2.086683417085427,0.01665326633165829,0.001726306532663317,0.9405276381909549
98,0.24298994974874372,2.7600502512562812,0.015527638190954773,0.0023899246231155785,0.9759045226130654
99,0.2862562814070352,4.03643216080402,0.014442211055276382,0.004553693467336684,0.9398743718592966
100,0.296105527638191,2.5288944723618094,0.043628140703517594,0.004436859296482413,0.9766582914572864
101,0.4304773869346734,3.863065326633166,0.03040201005025126,0.004656507537688443,0.9477638190954775
102,0.34288944723618087,2.121859296482412,0.04129648241206031,0.002614246231155779,0.9443467336683418
103,0.31158291457286436,2.4560301507537687,0.012793969849246231,0.0015814321608040203,0.9789698492462311
104,0.14836683417085428,2.370603015075377,0.020150753768844225,0.0022543969849246233,0.9781658291457286
105,0.10123115577889448,3.9233668341708543,0.017778894472361813,0.003207763819095478,0.9349497487437186
106,0.2957537688442211,4.167085427135679,0.03361809045226131,0.004848115577889448,0.970427135678392
107,0.4019849246231155,3.302763819095478,0.04989949748743719,0.002132889447236181,0.9697738693467337
108,0.3045477386934673,4.265075376884422,0.029798994974874378,0.001623492462311558,0.9593718592964824
109,0.3544974874371859,3.6670854271356785,0.03884422110552764,0.003488165829145729,0.9669095477386934
110,0.3326884422110553,3.8228643216080402,0.04744723618090453,0.004179824120603016,0.9380150753768844
111,0.16032663316582915,4.368090452261306,0.02268341708542714,0.0009598743718592967,0.9481155778894472
112,0.12972361809045227,4.056532663316583,0.03992964824120603,0.0040583165829145736,0.9600753768844221
113,0.37982412060301507,2.742462311557789,0.01548743718592965,0.0032124371859296487,0.9742964824120603
114,0.1135427135678392,3.8103015075376883,0.04137688442211056,0.004810728643216081,0.9323366834170854
115,0.4448994974874372,2.440954773869347,0.04306532663316583,0.002819874371859297,0.9495226130653267
116,0.3829899497487437,4.199748743718593,0.03418090452261307,0.003305904522613066,0.9507788944723619
117,0.21238693467336683,3.611809045226131,0.03365829145728644,0.0022964572864321614,0.9365577889447236
118,0.22716080402010053,2.850502512562814,0.037155778894472365,0.002202989949748744,0.9308291457286433
119,0.370678391959799,2.2952261306532664,0.01637185929648241,0.004460226130653267,0.9535427135678393
120,0.3664572864321608,2.2324120603015074,0.011467336683417085,0.0031283165829145733,0.9699246231155779
121,0.22188442211055276,3.1243718592964824,0.027869346733668345,0.0020394221105527644,0.9739447236180905
122,0.19022613065326635,2.3756281407035176,0.017819095477386936,0.00048319095477386933,0.9646984924623115
123,0.11952261306532663,3.0314070351758797,0.010582914572864323,0.004142437185929649,0.9754020100502513
124,0.43223618090452265,3.548994974874372,0.03482412060301508,0.001048668341708543,0.9672613065326633
125,0.10439698492462313,3.290201005025126,0.046000000000000006,0.0039040954773869358,0.9380653266331659
126,0.4466582914572864,2.53391959798995,0.048572864321608046,0.0011281155778894475,0.9341457286432161
127,0.13253768844221106,2.858040201005025,0.02589949748743719,0.0020534422110552765,0.9727889447236181
128,0.42660804020100507,4.32035175879397,0.026020100502512564,0.004539673366834171,0.9467587939698493
129,0.13042713567839198,3.9158291457286434,0.025819095477386936,0.004675201005025126,0.9548492462311557
130,0.39846733668341716,3.4585427135678395,0.023969849246231155,0.0010299748743718595,0.9681658291457287
131,0.10826633165829147,3.3454773869346734,0.044472361809045236,0.0012589698492462313,0.9761055276381909
132,0.31685929648241207,4.257537688442211,0.016050251256281407,0.002824547738693468,0.9678643216080403
133,0.41183417085427143,4.307788944723619,0.032814070351758796,0.0005719849246231156,0.9646482412060302
134,0.135,3.1796482412060305,0.02931658291457287,0.004385452261306533,0.9423869346733669
135,0.15118090452261307,3.734924623115578,0.02614070351758794,0.0045443467336683425,0.9678140703517588
136,0.3070100502512563,2.32035175879397,0.028231155778894478,0.0006233919597989951,0.9569597989949749
137,0.23595477386934674,3.7273869346733672,0.0474070351758794,0.0016328391959798997,0.9345477386934674
138,0.407964824120603,2.9057788944723617,0.04435175879396986,0.00420319095477387,0.9502261306532663
139,0.23032663316582916,4.322864321608041,0.04177889447236181,0.0019973618090452262,0.9512814070351759
140,0.28695979899497487,2.7952261306532664,0.02698492462311558,0.003623693467336684,0.9456030150753769
141,0.340427135678392,2.6520100502512562,0.04358793969849247,0.001268316582914573,0.9698743718592965
142,0.29645728643216085,3.192211055276382,0.0218391959798995,0.004894849246231156,0.949070351758794
143,0.422035175879397,3.1293969849246235,0.028874371859296484,0.0011608291457286433,0.9578643216080402
144,0.11178391959798996,2.327889447236181,0.03132663316582915,0.0009131407035175879,0.9624371859296482
145,0.237713567839196,3.9660804020100504,0.033819095477386936,0.003805954773869348,0.9551005025125628
146,0.303140703517588,4.355527638190955,0.018623115577889447,0.0037265075376884432,0.9673618090452262
147,0.3935427135678392,3.4711055276381915,0.02328643216080402,0.004983643216080403,0.9637437185929648
148,0.3858040201005025,3.0540201005025125,0.017175879396984926,0.0027731407035175887,0.9699748743718593
149,0.23314070351758795,2.6947236180904524,0.03205025125628141,0.0011514824120603016,0.9565075376884422
150,0.310175879396985,2.629396984924623,0.03566834170854272,0.0010393216080402013,0.9571608040201005
151,0.31228643216080404,3.9258793969849246,0.04169849246231156,0.004941582914572865,0.9484673366834171
152,0.4227386934673367,2.021356783919598,0.048854271356783927,0.0022730904522613067,0.9366582914572865
153,0.1814321608040201,4.026381909547739,0.018904522613065328,0.001104748743718593,0.9607286432160804
154,0.17932160804020103,2.380653266331658,0.03836180904522613,0.001170175879396985,0.9601758793969849
155,0.3784170854271357,2.1545226130653266,0.04841206030150754,0.004913542713567839,0.9543467336683418
156,0.16806532663316584,2.900753768844221,0.030683417085427135,0.0030161557788944728,0.9674120603015075
157,0.10369346733668343,3.3479899497487438,0.03213065326633166,0.002721733668341709,0.9331407035175879
158,0.12831658291457287,2.4384422110552766,0.014763819095477387,0.004408819095477388,0.9723366834170855
159,0.29012562814070353,4.089195979899498,0.02232160804020101,0.00497429648241206,0.969572864321608
160,0.3882663316582915,2.9535175879396984,0.0439497487437186,0.0005018844221105528,0.9542462311557789
161,0.14238693467336683,2.149497487437186,0.023447236180904524,0.004343391959798996,0.963643216080402
162,0.3231909547738694,3.9384422110552766,0.026783919597989952,0.0016562060301507542,0.9609296482412061
163,0.2602261306532664,2.943467336683417,0.01926633165829146,0.004731281407035177,0.9454522613065327
164,0.25494974874371856,3.084170854271357,0.03060301507537689,0.004782688442211056,0.9446984924623116
165,0.23525125628140706,2.978643216080402,0.028954773869346737,0.0015113316582914575,0.9658542713567839
166,0.15364321608040202,3.5263819095477387,0.02236180904522613,0.0041564572864321615,0.9582663316582914
167,0.384748743718593,3.692211055276382,0.03321608040201006,0.0006187185929648242,0.9604773869346733
168,0.40304020100502513,2.89321608040201,0.04250251256281407,0.0034320854271356793,0.9519849246231156
169,0.1599748743718593,2.0665829145728645,0.023527638190954776,0.003081582914572865,0.9591206030150754
170,0.24510050251256282,2.2826633165829144,0.023246231155778896,0.004011582914572865,0.9310301507537689
171,0.2503768844221106,3.358040201005025,0.014,0.00288997487437186,0.9712311557788945
172,0.12233668341708544,3.7801507537688446,0.039969849246231155,0.003684447236180905,0.960678391959799
173,0.24263819095477387,4.061557788944723,0.047286432160804026,0.0029647487437185938,0.939070351758794
174,0.1170603015075377,2.1645728643216082,0.049859296482412066,0.0022403768844221107,0.9606281407035177
175,0.32530150753768844,3.224874371859297,0.027386934673366836,0.0010860552763819098,0.9321859296482412
176,0.2630402010050251,2.564070351758794,0.013798994974874372,0.0022497236180904524,0.9774120603015075
177,0.4434924623115578,3.732412060301508,0.0427035175879397,0.0016748994974874376,0.967211055276382
178,0.1870603015075377,2.3379396984924625,0.021075376884422112,0.001366457286432161,0.9635929648241206
179,0.23173366834170855,4.292713567839196,0.033859296482412066,0.004768668341708544,0.9399246231155779
180,0.26163316582914575,3.8178391959798996,0.0486532663316583,0.0019319346733668345,0.966608040201005
181,0.14766331658291457,3.232412060301508,0.043346733668341714,0.004647160804020101,0.9616331658291457
182,0.4459547738693468,2.0816582914572863,0.016452261306532667,0.004198517587939699,0.9354522613065327
183,0.2999748743718593,3.0665829145728645,0.03723618090452262,0.004048969849246232,0.9634924623115578
184,0.38756281407035176,2.835427135678392,0.014804020100502514,0.003175050251256282,0.9486683417085428
185,0.18811557788944722,3.8153266331658293,0.046482412060301515,0.0038386683417085433,0.9623366834170854
186,0.2514321608040201,3.9811557788944727,0.024733668341708544,0.0024366582914572867,0.9379145728643217
187,0.37876884422110557,2.172110552763819,0.04756783919597991,0.003843341708542714,0.9366080402010051
188,0.12198492462311558,3.770100502512563,0.03116582914572865,0.0013384170854271358,0.9589698492462312
189,0.2204773869346734,3.0464824120603016,0.02204020100502513,0.0013804773869346737,0.9311306532663317
190,0.3228391959798995,2.6444723618090453,0.039447236180904524,0.0029881155778894476,0.9325879396984925
191,0.41605527638190953,4.473618090452261,0.03759798994974875,0.001301030150753769,0.9398241206030151
192,0.419572864321608,4.46859296482412,0.04861306532663317,0.004549020100502513,0.9332412060301508
193,0.20535175879396989,3.9057788944723617,0.020070351758793972,0.0005205778894472363,0.9579145728643216
194,0.20886934673366836,4.425879396984925,0.02312562814070352,0.0009692211055276384,0.9716331658291457
195,0.29434673366834174,2.1042713567839195,0.04837185929648242,0.002768467336683418,0.9305778894472362
196,0.10721105527638192,2.6143216080402008,0.014924623115577889,0.0033245979899497492,0.9784170854271357
197,0.41570351758793966,2.46356783919598,0.025175879396984926,0.0030628894472361817,0.9401256281407036
198,0.20394472361809046,3.3228643216080407,0.04760804020100503,0.004277964824120604,0.9541457286432161
199,0.15188442211055278,3.9208542713567844,0.01484422110552764,0.003123643216080403,0.9746482412060301
200,0.12409547738693467,2.5615577889447234,0.028351758793969853,0.003586306532663317,0.9570100502512563
201,0.4206281407035176,4.3454773869346734,0.01391959798994975,0.001492638190954774,0.9453015075376885
202,0.2915326633165829,3.4082914572864325,0.021396984924623115,0.0031657035175879406,0.9648492462311558
203,0.13077889447236182,3.9962311557788945,0.01934673366834171,0.002918015075376885,0.9667085427135679
204,0.4139447236180904,3.363065326633166,0.024854271356783923,0.0032591708542713577,0.943643216080402
205,0.3165075376884422,3.900753768844221,0.024090452261306537,0.004432185929648242,0.9439949748743719
206,0.17685929648241205,2.358040201005025,0.03369849246231156,0.004605100502512564,0.9572613065326633
207,0.32917085427135684,3.026381909547739,0.014361809045226132,0.0018524874371859301,0.972286432160804
208,0.3826381909547739,2.0188442211055277,0.033015075376884424,0.004558366834170854,0.9438944723618091
209,0.31510050251256283,2.8881909547738696,0.04274371859296483,0.0010954020100502513,0.930175879396985
210,0.16947236180904524,2.8731155778894473,0.036713567839195986,0.0026516331658291464,0.9684170854271357
211,0.373140703517588,3.199748743718593,0.01042211055276382,0.004315351758793971,0.9594221105527638
212,0.2827386934673367,4.24748743718593,0.03241206030150754,0.0006654522613065327,0.957713567839196
213,0.345,2.300251256281407,0.038723618090452265,0.0018057537688442216,0.9775125628140704
214,0.13394472361809046,2.641959798994975,0.029236180904522617,0.0030956030150753773,0.9513316582914573
215,0.1114321608040201,4.046482412060302,0.015085427135678394,0.0031470100502512567,0.9675628140703517
216,0.3991708542713568,2.2047738693467336,0.012552763819095477,0.0005673115577889448,0.9487688442211055
217,0.42027638190954775,3.6896984924623117,0.011829145728643216,0.001628165829145729,0.9737437185929648
218,0.3386683417085427,3.971105527638191,0.03341708542713568,0.002315150753768845,0.9776130653266332
219,0.15082914572864323,3.0062814070351758,0.018060301507537686,0.0009785678391959801,0.9534924623115578
220,0.36258793969849246,2.141959798994975,0.01263316582914573,0.003011482412060302,0.9393718592964825
221,0.36047738693467335,2.2374371859296485,0.036673366834170856,0.0044508793969849254,0.9605276381909548
222,0.10334170854271357,2.292713567839196,0.038442211055276385,0.003179723618090453,0.9706281407035176
223,0.22012562814070352,2.4861809045226133,0.013195979899497487,0.0018665075376884427,0.9701758793969849
224,0.3741959798994975,2.8530150753768844,0.017457286432160806,0.0009879145728643218,0.9354020100502513
225,0.4100753768844221,2.3856783919597992,0.03012060301507538,0.004025603015075378,0.9501256281407036
226,0.333391959798995,3.5188442211055277,0.03337688442211056,0.0039321356783919605,0.954748743718593
227,0.3861557788944724,2.350502512562814,0.04041206030150754,0.003693793969849247,0.9417336683417086
228,0.27253768844221105,2.229899497487437,0.010301507537688442,0.00037103015075376885,0.9468592964824121
229,0.40726130653266335,2.770100502512563,0.03603015075376885,0.0010580150753768847,0.9570603015075377
230,0.127964824120603,3.8278894472361813,0.04696482412060302,0.0018291206030150756,0.9739949748743718
231,0.18741206030150753,2.1369346733668344,0.026381909547738697,0.0017636934673366839,0.9675125628140704
232,0.14590452261306533,4.478643216080402,0.010623115577889447,0.002146909547738694,0.9382663316582915
233,0.2278643216080402,2.428391959798995,0.014683417085427137,0.003118969849246232,0.976608040201005
234,0.2419346733668342,3.4937185929648242,0.039005025125628145,0.0018478140703517593,0.9476633165829146
235,0.18846733668341709,2.501256281407035,0.011668341708542715,0.0026750000000000003,0.9491708542713568
236,0.3685678391959799,4.076633165829146,0.025859296482412066,0.00414711055276382,0.9465075376884422
237,0.35520100502512564,2.46105527638191,0.021758793969849248,0.002011381909547739,0.9680150753768845
238,0.4037437185929649,3.4233668341708543,0.016090452261306534,0.0017870603015075382,0.9692211055276382
239,0.3010301507537689,3.511306532663317,0.03598994974874372,0.004006909547738694,0.9510301507537688
240,0.22821608040201005,2.8027638190954773,0.019869346733668344,0.0008243467336683418,0.9558542713567839
241,0.43012562814070354,2.7022613065326633,0.03984924623115578,0.0020160552763819097,0.9563065326633166
242,0.2577638190954774,2.883165829145729,0.02376884422110553,0.0008056532663316584,0.974145728643216
243,0.1828391959798995,4.177135678391959,0.022000000000000002,0.0010206281407035178,0.9638442211055276
244,0.4153517587939699,3.1444723618090453,0.018582914572864324,0.001665552763819096,0.9416331658291458
245,0.4357537688442211,2.89070351758794,0.0326532663316583,0.001530025125628141,0.9799246231155778
246,0.2700753768844221,3.2876884422110555,0.022603015075376882,0.0019272613065326636,0.9550000000000001
247,0.2169597989949749,4.4962311557788945,0.01142713567839196,0.0005345979899497488,0.935854271356784
248,0.3481658291457287,2.75,0.039286432160804026,0.0006374120603015077,0.9336934673366835
249,0.14942211055276383,2.649497487437186,0.04403015075376885,0.0023992713567839202,0.9324874371859297
250,0.4121859296482412,2.1243718592964824,0.02770854271356784,0.00261891959798995,0.970678391959799
251,0.3808793969849247,3.564070351758794,0.026623115577889447,0.0045116331658291466,0.9755025125628141
252,0.29258793969849245,3.370603015075377,0.041859296482412066,0.004161130653266332,0.9489698492462312
253,0.19972361809045228,3.0967336683417086,0.035105527638190956,0.002604899497487438,0.9703768844221106
254,0.42801507537688444,3.5967336683417086,0.03848241206030151,0.0006467587939698494,0.9503768844221105
255,0.10685929648241206,4.152010050251256,0.049376884422110565,0.0007355527638190956,0.9346482412060302
256,0.19902010050251256,2.0967336683417086,0.012190954773869347,0.0008710804020100502,0.9437939698492462
257,0.14871859296482412,3.141959798994975,0.03570854271356785,0.0016468592964824125,0.9403768844221105
258,0.41922110552763825,3.67713567839196,0.04025125628140704,0.001815100502512563,0.9464572864321609
259,0.11881909547738695,4.493718592964824,0.04817085427135679,0.0032498241206030155,0.9749497487437185
260,0.2356030150753769,2.129396984924623,0.043427135678391966,0.0019412814070351764,0.9615829145728644
261,0.3587185929648241,3.056532663316583,0.03180904522613066,0.001109422110552764,0.9445477386934674
262,0.16208542713567842,4.187185929648241,0.021477386934673368,0.0014879648241206034,0.9684673366834171
263,0.12057788944723619,3.0942211055276383,0.03852261306532664,0.0011655025125628144,0.9559045226130654
264,0.3903768844221106,3.4309045226130657,0.02284422110552764,0.0038994221105527645,0.9438442211055277
265,0.43997487437185934,4.146984924623116,0.02798994974874372,0.000721532663316583,0.9378140703517588
266,0.300678391959799,3.8077889447236184,0.013718592964824122,0.004287311557788945,0.9421859296482412
267,0.10193467336683418,3.7449748743718594,0.02119597989949749,0.003497512562814071,0.9608793969849246
268,0.44736180904522616,3.340452261306533,0.031447236180904524,0.0025441457286432163,0.9423366834170854
269,0.29751256281407035,2.842964824120603,0.033296482412060305,0.0013103768844221107,0.9628391959798995
270,0.18248743718592964,3.2173366834170856,0.04278391959798996,0.0006934924623115579,0.9364572864321609
271,0.26057788944723614,2.870603015075377,0.030804020100502517,0.0028338944723618094,0.9573115577889447
272,0.2830904522613066,2.5364321608040203,0.026060301507537693,0.004362085427135678,0.9659045226130654
273,0.3207286432160804,2.451005025125628,0.022723618090452265,0.004932236180904523,0.9409798994974875
274,0.21168341708542715,4.408291457286432,0.01014070351758794,0.002665653266331659,0.9753015075376884
275,0.13324120603015077,2.0540201005025125,0.037959798994974876,0.003086256281407036,0.9564572864321608
276,0.31369346733668346,2.408291457286432,0.025577889447236185,0.001427211055276382,0.9703266331658291
277,0.33972361809045226,4.028894472361809,0.04302512562814071,0.0017777135678391962,0.9356532663316584
278,0.40057788944723627,2.0891959798994977,0.03932663316582915,0.003371331658291458,0.9610804020100503
279,0.3727889447236181,2.8228643216080402,0.012874371859296484,0.003572286432160805,0.9355527638190955
280,0.25424623115577893,3.8706030150753774,0.030723618090452265,0.0017543467336683422,0.9318341708542714
281,0.18108040201005027,2.2399497487437188,0.030442211055276384,0.0021375628140703523,0.930929648241206
282,0.17756281407035177,4.074120603015075,0.04539698492462312,0.0031984170854271366,0.9773115577889447
283,0.3914321608040201,4.420854271356784,0.037195979899497494,0.002866608040201006,0.9630904522613065
284,0.4283668341708543,2.071608040201005,0.028592964824120604,0.002268417085427136,0.9478140703517588
285,0.356608040201005,4.209798994974875,0.036592964824120604,0.004128417085427136,0.9469095477386935
286,0.22329145728643218,3.1369346733668344,0.045718592964824126,0.004689221105527639,0.9555527638190955
287,0.38334170854271354,4.242462311557789,0.03651256281407036,0.0006280653266331659,0.9585678391959799
288,0.22153266331658295,2.277638190954774,0.036874371859296484,0.00496962311557789,0.9629899497487437
289,0.4216834170854271,2.028894472361809,0.034341708542713574,0.004815402010050251,0.9546482412060302
290,0.14660804020100504,3.805276381909548,0.014321608040201005,0.00327319095477387,0.9655527638190955
291,0.24228643216080403,3.8555276381909547,0.012834170854271357,0.002469371859296483,0.9396231155778895
292,0.29469849246231156,2.17964824120603,0.02469346733668342,0.0029787688442211063,0.9607788944723619
293,0.3643467336683417,3.8731155778894473,0.023366834170854275,0.0034087185929648246,0.9524874371859297
294,0.11987437185929649,3.82035175879397,0.0235678391959799,0.004721934673366835,0.9424874371859296
295,0.34851758793969856,3.300251256281407,0.018783919597989952,0.000950527638190955,0.9660050251256281
296,0.14027638190954775,4.428391959798995,0.03550753768844222,0.0033573115577889457,0.9442462311557789
297,0.2982160804020101,2.9359296482412063,0.04752763819095478,0.0014739447236180906,0.975
298,0.19128140703517588,3.840452261306533,0.012512562814070352,0.0017029396984924625,0.9320854271356784
299,0.2320854271356784,2.2876884422110555,0.02384924623115578,0.004763994974874373,0.9426381909547739
300,0.3699748743718593,2.8103015075376883,0.03474371859296482,0.004759321608040201,0.9412814070351759
