U in s5,Po  in s5,In  in s5,Re  in s5,group,decisions,goals
1.3402113742785149,2.2601713484652732,0.45454545454545453,0.07,10,"[0.09974919 0.09940152 0.09946867 0.09982473 0.09994835 0.09966528
 0.09877311 0.1        0.08771779 0.09995488 0.01334866 0.09950976
 0.09994307 0.09999077 0.0999776  0.09986288 0.09976788 0.09950623
 0.1        0.09941495 0.09964003 0.09931366 0.0999776  0.00186207
 0.0991704  0.09951078 0.03744004 0.09959331 0.09956973 0.09974529
 0.02303325 0.08627289 0.05429466 0.07241991 0.09984364 0.09963323
 0.04117189 0.09954628 0.03432919 0.02621319 0.05645464 0.06469121
 0.03817541 0.09981412 0.09914858 0.09975118 0.06198145 0.09930328
 0.00081823 0.09994205 0.08327918 0.09875036 0.06829302 0.09966398
 0.07160233 0.04882173 0.09954739 0.02357313 0.02964319 0.09081314
 0.09966517 0.0627421  0.0989429  0.02590614 0.03393901 0.09375144
 0.04313059 0.01391304 0.09927171 0.05378833 0.00717192 0.06018021
 0.06849519 0.01914824 0.09843821 0.09353202 0.08373623 0.00838194
 0.00116249 0.07729696 0.03084054 0.00376652 0.07156538 0.04485571
 0.06207119 0.01057224 0.0090056  0.06601973 0.00815075 0.0533261
 0.04174769 0.04283925 0.05020263 0.05953273 0.00013586 0.03804746
 0.09848792 0.01077373 0.00043884 0.0699718 ]",[[-6.27830321  3.05555556 -0.83333333 -1.67333333]]
1.6233661824327483,2.2822041564004234,0.696969696969697,0.07,11,"[0.09998321 0.09957808 0.09983487 0.09973123 0.09976418 0.09999931
 0.09969602 0.09971659 0.0995745  0.09978511 0.09990818 0.09975457
 0.09973148 0.09991063 0.09999153 0.09980996 0.09997946 0.0886485
 0.09363039 0.09962826 0.09994582 0.09999078 0.09977275 0.09614745
 0.09925004 0.09985747 0.09994597 0.0998387  0.0998166  0.08734186
 0.09974697 0.09958863 0.09962206 0.09992213 0.0998319  0.09896217
 0.09976256 0.09879551 0.09968424 0.09995019 0.09962268 0.05059994
 0.09977074 0.09989623 0.09966746 0.0997137  0.08049097 0.0997825
 0.09923349 0.09920215 0.09942022 0.09909107 0.09943182 0.09980005
 0.07417169 0.09988104 0.09918844 0.09986674 0.09860746 0.08379961
 0.09986899 0.09940088 0.06191399 0.02741109 0.09887449 0.09977481
 0.09904782 0.0997208  0.06848989 0.09886395 0.07284891 0.0990895
 0.04415762 0.09972941 0.0633734  0.00316928 0.08506268 0.09965096
 0.09915958 0.09973446 0.07101719 0.09973091 0.06498902 0.02738136
 0.03994634 0.06660933 0.00373392 0.08730015 0.09973353 0.09916185
 0.0115321  0.09986997 0.00323193 0.09947251 0.06016642 0.09997984
 0.09938217 0.09941194 0.09895401 0.00211589]",[[-22.  15.  -5.  -0.]]
0.7189690558870856,2.141615252483648,0.5858585858585859,0.07989999999999996,12,"[0.09818575 0.05995743 0.097615   0.09617337 0.07111634 0.09655272
 0.0967454  0.0985251  0.09808582 0.08249318 0.02261746 0.09824743
 0.09864183 0.08774289 0.00150026 0.08510192 0.02029586 0.00216586
 0.09793967 0.00685203 0.00182251 0.09870453 0.04725466 0.09740708
 0.06881308 0.00107362 0.0761368  0.00160408 0.00142576 0.00099818
 0.00066531 0.09154902 0.0459764  0.01270073 0.09789889 0.01164197
 0.06396578 0.00099584 0.00981874 0.02770256 0.00790786 0.0017003
 0.01588193 0.00072014 0.00068958 0.00132863 0.00088503 0.00112178
 0.00128711 0.02843191 0.00042015 0.02627642 0.05323705 0.00216366
 0.05710809 0.01835656 0.00107037 0.04113646 0.00127069 0.00097634
 0.00156773 0.00857093 0.01157918 0.0010864  0.04786328 0.00165952
 0.00137617 0.00276688 0.02568556 0.01333332 0.00146686 0.00209133
 0.00040043 0.00071297 0.00167549 0.0672687  0.00232883 0.00108188
 0.0022082  0.01036043 0.00165155 0.00138891 0.00728165 0.00155077
 0.00135848 0.00103985 0.00114808 0.00143871 0.00144689 0.00106952
 0.03498183 0.00078061 0.00214356 0.00156551 0.00127445 0.00155224
 0.00066367 0.00207289 0.00109527 0.00072947]",[[-5.36984323  9.76190476 -0.5        -2.04761905]]
0.40129283174999353,0.3153034335888113,0.8585858585858586,1.0000000000000007,13,"[0.03358841 0.03917225 0.04124126 0.03864326 0.03425289 0.03455637
 0.03941618 0.03373503 0.0410738  0.01299383 0.0344013  0.04207898
 0.04109416 0.02697264 0.03646267 0.02890737 0.02904333 0.01823798
 0.01199506 0.0346044  0.0386287  0.03438626 0.0407659  0.03313848
 0.03048732 0.03273546 0.03247372 0.01684096 0.03156375 0.02684082
 0.01275599 0.01153788 0.00626551 0.01099359 0.00339641 0.03080856
 0.00324603 0.0061005  0.03570317 0.02290673 0.00441295 0.01158249
 0.01365112 0.00331812 0.00327987 0.03307128 0.00249844 0.0073733
 0.02591535 0.02841776 0.02398319 0.01847814 0.00676942 0.02997615
 0.01790159 0.0288619  0.00915283 0.02823999 0.00230168 0.00304918
 0.01057565 0.02176898 0.00595077 0.00894105 0.01056683 0.00537746
 0.00904468 0.03246086 0.01134392 0.0096483  0.00353881 0.0014598
 0.00138386 0.00940007 0.00544922 0.01173703 0.00948738 0.01213986
 0.00239169 0.00240878 0.00374682 0.00118977 0.01201614 0.03819348
 0.00685819 0.00362936 0.00683287 0.00953902 0.01106349 0.00146921
 0.00968253 0.00170538 0.00778035 0.00922039 0.00120338 0.01021328
 0.00817298 0.00995429 0.00977625 0.01703328]",[[-0.75  2.   -0.7  -0.7 ]]
1.5447672381914237,2.280863254303018,0.6060606060606061,0.07,14,"[0.0998943  0.09976124 0.09998404 0.09937477 0.09976184 0.09989128
 0.09986204 0.0994126  0.0992249  0.09937962 0.0998709  0.099317
 0.09952726 0.09995588 0.09978826 0.09989296 0.09927212 0.09979212
 0.09961097 0.09991191 0.09939993 0.09908798 0.09987416 0.09970912
 0.05750262 0.09988659 0.09970284 0.09990421 0.06653238 0.09942448
 0.09990361 0.09943881 0.09964492 0.09934517 0.09993178 0.09949952
 0.09962711 0.09970213 0.08258072 0.04690181 0.05509196 0.09967627
 0.09986093 0.09072541 0.04053012 0.09906672 0.0996972  0.09971241
 0.09385144 0.09947586 0.00964425 0.09990332 0.0893698  0.09906168
 0.09915223 0.00238419 0.07820499 0.0994048  0.09645547 0.09983926
 0.09904241 0.05841217 0.09962075 0.07693937 0.06850454 0.0998617
 0.00179885 0.09956452 0.09981503 0.01296905 0.09914332 0.09954303
 0.02852086 0.04385595 0.0494694  0.00158384 0.09497724 0.09981404
 0.05067719 0.09933277 0.08575991 0.07234348 0.09941016 0.05211762
 0.09979735 0.00215315 0.09949925 0.09925692 0.00152739 0.01310191
 0.09368322 0.09927377 0.0473417  0.09969551 0.09944316 0.09859921
 0.00198925 0.05524141 0.0025353  0.09889792]",[[-8.17242046  0.89534884 -0.99302326 -0.24511628]]
1.3642770095625518,2.27301676724452,0.5858585858585859,0.0699,15,"[0.09981677 0.09967513 0.09962082 0.09966627 0.09995642 0.09971835
 0.09964363 0.09296179 0.08626846 0.09993381 0.09990356 0.09991809
 0.09964182 0.09997114 0.05419677 0.09996591 0.09992105 0.09983492
 0.09989931 0.09979474 0.09940392 0.04696923 0.09946786 0.09942226
 0.09963995 0.09976932 0.09998135 0.09999994 0.07580908 0.09992967
 0.09921353 0.0997131  0.07512458 0.09970772 0.07458691 0.09365834
 0.09999967 0.09305265 0.08713454 0.07722112 0.00914151 0.03121519
 0.08159382 0.09912169 0.06111389 0.04288136 0.07471265 0.07242034
 0.06092412 0.09968783 0.00067337 0.06195661 0.05747938 0.09918367
 0.06977707 0.0413587  0.04167876 0.08905263 0.0812381  0.0995641
 0.09766664 0.09962293 0.0975664  0.00055051 0.08782812 0.0002892
 0.08484916 0.09951819 0.03020464 0.00049367 0.00066337 0.00077764
 0.00099009 0.00092934 0.01451134 0.02406337 0.02596024 0.00071522
 0.06454722 0.03573512 0.00077883 0.06555676 0.00039591 0.05481614
 0.03995861 0.09984506 0.05651909 0.00050884 0.05774314 0.05598474
 0.03993215 0.05716556 0.05575655 0.05102562 0.0006262  0.00435844
 0.01378307 0.02619491 0.05515305 0.02357316]",[[-4.56245581  7.54651163 -0.67209302 -1.79488372]]
1.469254011141137,2.282168107608392,0.5656565656565656,0.07,16,"[0.09964645 0.09981126 0.09985375 0.0996881  0.09994448 0.09998827
 0.09982706 0.09961208 0.09985346 0.09993358 0.09975979 0.09991643
 0.09993223 0.09999986 0.09972669 0.09984027 0.09926778 0.09963301
 0.09995678 0.09987658 0.09983508 0.09999824 0.09986246 0.09979884
 0.09977862 0.08936257 0.09990816 0.09987527 0.09993233 0.09965943
 0.09976144 0.09957675 0.09956441 0.0999266  0.09994412 0.09980563
 0.00026814 0.09989702 0.09978316 0.09970507 0.09979212 0.09975697
 0.09980116 0.03468396 0.09981701 0.09980276 0.07466092 0.0999058
 0.09968728 0.01912882 0.06292254 0.00069895 0.08365872 0.09962916
 0.00060301 0.07303451 0.09983076 0.06977493 0.0484187  0.09961211
 0.0997958  0.0998719  0.00055226 0.0936576  0.00062691 0.07878112
 0.09984944 0.09972576 0.0003853  0.00068381 0.09967867 0.09995001
 0.07845177 0.01866358 0.00057878 0.09814618 0.0996309  0.07127694
 0.09981144 0.00034312 0.03853728 0.00071279 0.02584753 0.05582738
 0.00036063 0.06367549 0.09994448 0.02618996 0.09983917 0.00026829
 0.07387111 0.00066737 0.00012713 0.00039926 0.0183415  0.00048394
 0.00068976 0.09991925 0.0003232  0.0003571 ]",[[-7.84800164  3.0952381  -0.84285714 -0.15809524]]
0.43119370922213185,0.2799560544553474,0.797979797979798,1.0000000000000007,17,"[0.02112051 0.04327675 0.02308046 0.05050369 0.04811657 0.04988338
 0.03899349 0.04948149 0.0242939  0.03536957 0.02027183 0.04749091
 0.05053842 0.02440455 0.01911724 0.02175309 0.01902893 0.01925511
 0.01934164 0.01998623 0.02188805 0.02469549 0.02007676 0.03695442
 0.0447955  0.02262197 0.04694881 0.01531242 0.01719985 0.01812781
 0.0409104  0.01901174 0.01341172 0.02128678 0.02015977 0.04433522
 0.01222528 0.01383873 0.01300539 0.02890103 0.04087973 0.03111272
 0.00670646 0.02992468 0.02944757 0.01363851 0.02022066 0.00141503
 0.00297003 0.00887184 0.01378241 0.03557261 0.02748048 0.01271299
 0.01664388 0.02098291 0.04282756 0.00894537 0.0177975  0.0181009
 0.00751682 0.01487694 0.01958557 0.01681549 0.01565454 0.00583659
 0.02412527 0.00071456 0.01606684 0.0183854  0.01823103 0.0231921
 0.02217812 0.01791119 0.02355571 0.01589052 0.00465145 0.02539525
 0.00883995 0.0117418  0.01158382 0.00111666 0.00267171 0.00955265
 0.00108159 0.00366688 0.00133467 0.01842792 0.00243953 0.00071628
 0.00444431 0.00469254 0.01451109 0.01410306 0.01483726 0.01212075
 0.01650385 0.01540214 0.00148312 0.00441812]",[[-7.02194883 -2.61904762 -0.61428571 -4.40952381]]
1.3678426740959067,2.2795476952196916,0.5656565656565656,0.06990000000000002,18,"[0.09972299 0.09990229 0.09995607 0.09999044 0.09947845 0.09975729
 0.09979537 0.09953105 0.09924939 0.09957154 0.0994621  0.09997453
 0.09961449 0.09979555 0.09964541 0.09969344 0.09995662 0.0906636
 0.09988491 0.0998024  0.09987571 0.09984458 0.05783468 0.0997547
 0.09992915 0.0998385  0.09997882 0.09958126 0.09893842 0.09997655
 0.09020346 0.09951625 0.1        0.09991363 0.09989003 0.01074931
 0.00126238 0.09879026 0.09998367 0.05941618 0.02948255 0.00733449
 0.09986194 0.09920699 0.09997741 0.00152461 0.09938842 0.0716006
 0.09916841 0.09929175 0.00178872 0.09866901 0.0975003  0.02054475
 0.00145148 0.09935314 0.09978197 0.06718122 0.09883645 0.09951559
 0.05600426 0.06512106 0.00508776 0.00136082 0.04901002 0.09911145
 0.0004602  0.0011602  0.06786523 0.03822026 0.00069054 0.00182423
 0.04580178 0.0018641  0.0005514  0.00133603 0.09967019 0.00101028
 0.00090391 0.00082991 0.08836722 0.00139646 0.07649475 0.09988936
 0.07475327 0.00152537 0.09913157 0.0988304  0.09968515 0.02551645
 0.00154843 0.00141223 0.09918587 0.09935075 0.00140087 0.0014146
 0.00140182 0.00094453 0.03002899 0.00086161]",[[-4.36190222  0.89534884 -0.58837209 -0.10837209]]
1.4394058164206647,2.280063557043636,0.6363636363636364,0.07,19,"[0.09996411 0.09993438 0.09981874 0.09965929 0.09996002 0.09966244
 0.09991422 0.09970916 0.09976999 0.09994351 0.09938772 0.09965555
 0.09939556 0.09998079 0.09980099 0.09999179 0.09988462 0.09963274
 0.0998819  0.0999133  0.0456906  0.09925617 0.09973619 0.09998698
 0.09500316 0.09961476 0.09968941 0.09956293 0.09734668 0.09996463
 0.09983685 0.09792137 0.0995419  0.09935365 0.06206279 0.09986797
 0.09999981 0.09993731 0.09965232 0.09802259 0.09976908 0.09983534
 0.09948384 0.0974614  0.09932051 0.0993194  0.00086788 0.02343012
 0.09949463 0.09988693 0.03658156 0.09328614 0.09824566 0.00136396
 0.09401102 0.09975174 0.00130101 0.04724089 0.09956247 0.09947659
 0.0638857  0.09949889 0.00901909 0.05351421 0.0007403  0.02109906
 0.09927084 0.09893972 0.08079473 0.01230643 0.01093074 0.00111694
 0.00575495 0.00056113 0.00152483 0.05635869 0.00101147 0.00058546
 0.00139879 0.09936427 0.01642084 0.021308   0.06550722 0.05429144
 0.04319066 0.09974901 0.00148    0.09629995 0.09957618 0.06100709
 0.02852715 0.04894583 0.03632824 0.09101589 0.09905249 0.00132604
 0.00144939 0.00083917 0.00099874 0.02950324]",[[-11.15221285  11.66666667  -0.98571429  -2.52      ]]
